	Chr	Pos	PhyloP	Strand	EnsemblID	isSub
61	chr7	1022895	0.618	+	ENSG00000073067	False
62	chr7	1022896	1.159	+	ENSG00000073067	False
63	chr7	1022897	1.037	+	ENSG00000073067	False
64	chr7	1022898	-0.868	+	ENSG00000073067	False
65	chr7	1022899	1.653	+	ENSG00000073067	False
66	chr7	1022900	0.074	+	ENSG00000073067	False
67	chr7	1022901	-0.105	+	ENSG00000073067	False
68	chr7	1022902	0.281	+	ENSG00000073067	False
69	chr7	1022903	-5.571	+	ENSG00000073067	False
70	chr7	1022904	-2.147	+	ENSG00000073067	False
71	chr7	1022905	1.042	+	ENSG00000073067	False
72	chr7	1022906	-0.204	+	ENSG00000073067	False
73	chr7	1022907	-2.455	+	ENSG00000073067	False
74	chr7	1022908	-1.289	+	ENSG00000073067	False
75	chr7	1022909	-1.83	+	ENSG00000073067	False
76	chr7	1022910	-2.224	+	ENSG00000073067	False
77	chr7	1022911	0.218	+	ENSG00000073067	False
78	chr7	1022912	0.194	+	ENSG00000073067	False
79	chr7	1022913	-0.185	+	ENSG00000073067	False
80	chr7	1022914	-2.312	+	ENSG00000073067	False
81	chr7	1022915	-2.81	+	ENSG00000073067	False
82	chr7	1022916	-1.446	+	ENSG00000073067	False
83	chr7	1022917	-2.021	+	ENSG00000073067	False
84	chr7	1022918	-0.134	+	ENSG00000073067	False
85	chr7	1022919	-0.122	+	ENSG00000073067	False
86	chr7	1022920	-0.186	+	ENSG00000073067	False
87	chr7	1022921	-0.281	+	ENSG00000073067	False
88	chr7	1022922	-1.217	+	ENSG00000073067	False
89	chr7	1022923	0.265	+	ENSG00000073067	False
90	chr7	1022924	-0.23	+	ENSG00000073067	False
91	chr7	1022925	-0.113	+	ENSG00000073067	False
92	chr7	1022926	-0.154	+	ENSG00000073067	False
93	chr7	1022927	-0.928	+	ENSG00000073067	False
94	chr7	1022928	0.607	+	ENSG00000073067	False
95	chr7	1022929	1.273	+	ENSG00000073067	False
96	chr7	1022930	0.006	+	ENSG00000073067	False
97	chr7	1022931	-0.42	+	ENSG00000073067	False
98	chr7	1022932	0.022	+	ENSG00000073067	False
99	chr7	1022933	-2.454	+	ENSG00000073067	False
100	chr7	1022934	-0.323	+	ENSG00000073067	False
101	chr7	1022935	-0.229	+	ENSG00000073067	False
102	chr7	1022936	-0.145	+	ENSG00000073067	False
103	chr7	1022937	2.07	+	ENSG00000073067	False
104	chr7	1022938	1.323	+	ENSG00000073067	False
105	chr7	1022939	0.874	+	ENSG00000073067	False
106	chr7	1022940	3.02	+	ENSG00000073067	False
107	chr7	1022941	5.564	+	ENSG00000073067	False
108	chr7	1022942	-0.716	+	ENSG00000073067	False
109	chr7	1022943	4.272	+	ENSG00000073067	False
110	chr7	1022944	5.883	+	ENSG00000073067	False
111	chr7	1022945	-4.332	+	ENSG00000073067	False
112	chr7	1022946	5.601	+	ENSG00000073067	False
113	chr7	1022947	7.282	+	ENSG00000073067	False
114	chr7	1022948	0.731	+	ENSG00000073067	False
115	chr7	1022949	5.799	+	ENSG00000073067	False
116	chr7	1022950	4.226	+	ENSG00000073067	False
117	chr7	1022951	-1.474	+	ENSG00000073067	False
118	chr7	1022952	-0.565	+	ENSG00000073067	False
119	chr7	1022953	0.067	+	ENSG00000073067	False
120	chr7	1022954	-1.164	+	ENSG00000073067	False
121	chr7	1022955	1.346	+	ENSG00000073067	False
122	chr7	1022956	4.226	+	ENSG00000073067	False
123	chr7	1022957	-2.355	+	ENSG00000073067	False
124	chr7	1022958	1.796	+	ENSG00000073067	False
125	chr7	1022959	4.204	+	ENSG00000073067	False
126	chr7	1022960	-0.081	+	ENSG00000073067	False
127	chr7	1022961	4.209	+	ENSG00000073067	False
128	chr7	1022962	5.858	+	ENSG00000073067	False
129	chr7	1022963	-3.833	+	ENSG00000073067	False
130	chr7	1022964	-0.239	+	ENSG00000073067	False
131	chr7	1022965	6.023	+	ENSG00000073067	False
132	chr7	1022966	0.143	+	ENSG00000073067	False
133	chr7	1022967	-0.642	+	ENSG00000073067	False
134	chr7	1022968	4.38	+	ENSG00000073067	False
135	chr7	1022969	-2.58	+	ENSG00000073067	False
136	chr7	1022970	5.627	+	ENSG00000073067	False
137	chr7	1022971	5.652	+	ENSG00000073067	False
138	chr7	1022972	0.639	+	ENSG00000073067	False
139	chr7	1022973	6.973	+	ENSG00000073067	False
140	chr7	1022974	6.936	+	ENSG00000073067	False
141	chr7	1022975	1.857	+	ENSG00000073067	False
142	chr7	1022976	1.823	+	ENSG00000073067	False
143	chr7	1022977	5.993	+	ENSG00000073067	False
144	chr7	1022978	0.754	+	ENSG00000073067	False
145	chr7	1022979	1.139	+	ENSG00000073067	False
146	chr7	1022980	0.455	+	ENSG00000073067	False
147	chr7	1022981	-2.019	+	ENSG00000073067	False
148	chr7	1022982	-0.56	+	ENSG00000073067	False
149	chr7	1022983	1.295	+	ENSG00000073067	False
150	chr7	1022984	2.29	+	ENSG00000073067	False
151	chr7	1022985	0.891	+	ENSG00000073067	False
152	chr7	1022986	4.241	+	ENSG00000073067	False
153	chr7	1022987	4.227	+	ENSG00000073067	False
154	chr7	1022988	0.864	+	ENSG00000073067	False
155	chr7	1022989	2.293	+	ENSG00000073067	False
156	chr7	1022990	-0.245	+	ENSG00000073067	False
157	chr7	1022991	-0.29	+	ENSG00000073067	False
158	chr7	1022992	0.713	+	ENSG00000073067	False
159	chr7	1022993	-0.456	+	ENSG00000073067	False
160	chr7	1022994	-0.095	+	ENSG00000073067	False
161	chr7	1022995	0.096	+	ENSG00000073067	False
162	chr7	1022996	-2.667	+	ENSG00000073067	False
163	chr7	1022997	1.001	+	ENSG00000073067	False
164	chr7	1022998	0.268	+	ENSG00000073067	False
165	chr7	1022999	-0.501	+	ENSG00000073067	False
166	chr7	1023000	1.658	+	ENSG00000073067	False
167	chr7	1023001	1.142	+	ENSG00000073067	False
168	chr7	1023002	0.411	+	ENSG00000073067	False
169	chr7	1023003	1.325	+	ENSG00000073067	False
170	chr7	1023004	1.55	+	ENSG00000073067	False
171	chr7	1023005	0.851	+	ENSG00000073067	False
172	chr7	1023006	0.333	+	ENSG00000073067	False
173	chr7	1023007	0.08	+	ENSG00000073067	False
174	chr7	1023008	0.14	+	ENSG00000073067	False
175	chr7	1023009	0.856	+	ENSG00000073067	False
176	chr7	1023010	2.837	+	ENSG00000073067	False
177	chr7	1023011	-3.104	+	ENSG00000073067	False
178	chr7	1023012	1.527	+	ENSG00000073067	False
179	chr7	1023013	5.693	+	ENSG00000073067	False
180	chr7	1023014	0.507	+	ENSG00000073067	False
181	chr7	1023015	0.69	+	ENSG00000073067	False
182	chr7	1023016	4.094	+	ENSG00000073067	False
183	chr7	1023017	5.246	+	ENSG00000073067	False
184	chr7	1023018	0.404	+	ENSG00000073067	False
185	chr7	1023019	6.586	+	ENSG00000073067	False
186	chr7	1023020	6.947	+	ENSG00000073067	False
187	chr7	1023021	6.947	+	ENSG00000073067	False
188	chr7	1024047	0.922	+	ENSG00000073067	False
189	chr7	1024048	4.412	+	ENSG00000073067	False
190	chr7	1024049	-0.351	+	ENSG00000073067	False
191	chr7	1024050	0.275	+	ENSG00000073067	False
192	chr7	1024051	2.055	+	ENSG00000073067	False
193	chr7	1024052	-1.228	+	ENSG00000073067	False
194	chr7	1024053	0.606	+	ENSG00000073067	False
195	chr7	1024054	1.925	+	ENSG00000073067	False
196	chr7	1024055	-0.088	+	ENSG00000073067	False
197	chr7	1024056	0.03	+	ENSG00000073067	False
198	chr7	1024057	-0.03	+	ENSG00000073067	False
199	chr7	1024058	-0.476	+	ENSG00000073067	False
200	chr7	1024059	4.249	+	ENSG00000073067	False
201	chr7	1024060	6.363	+	ENSG00000073067	False
202	chr7	1024061	-3.329	+	ENSG00000073067	False
203	chr7	1024062	8.55	+	ENSG00000073067	False
204	chr7	1024063	8.55	+	ENSG00000073067	False
205	chr7	1024064	-0.34	+	ENSG00000073067	False
206	chr7	1024065	0.407	+	ENSG00000073067	False
207	chr7	1024066	1.796	+	ENSG00000073067	False
208	chr7	1024067	-7.018	+	ENSG00000073067	False
209	chr7	1024068	1.366	+	ENSG00000073067	False
210	chr7	1024069	5.271	+	ENSG00000073067	False
211	chr7	1024070	0.089	+	ENSG00000073067	False
212	chr7	1024071	4.026	+	ENSG00000073067	False
213	chr7	1024072	3.242	+	ENSG00000073067	False
214	chr7	1024073	3.103	+	ENSG00000073067	False
215	chr7	1024074	4.288	+	ENSG00000073067	False
216	chr7	1024075	0.686	+	ENSG00000073067	False
217	chr7	1024076	-2.465	+	ENSG00000073067	False
218	chr7	1024077	0.152	+	ENSG00000073067	False
219	chr7	1024078	3.411	+	ENSG00000073067	False
220	chr7	1024079	-2.852	+	ENSG00000073067	False
221	chr7	1024080	0.634	+	ENSG00000073067	False
222	chr7	1024081	1.646	+	ENSG00000073067	False
223	chr7	1024082	-0.139	+	ENSG00000073067	False
224	chr7	1024083	-0.824	+	ENSG00000073067	False
225	chr7	1024084	2.673	+	ENSG00000073067	False
226	chr7	1024085	-0.324	+	ENSG00000073067	False
227	chr7	1024086	8.642	+	ENSG00000073067	False
228	chr7	1024087	6.459	+	ENSG00000073067	False
229	chr7	1024088	-2.928	+	ENSG00000073067	False
230	chr7	1024089	-3.31	+	ENSG00000073067	False
231	chr7	1024090	-2.101	+	ENSG00000073067	False
232	chr7	1024091	-0.888	+	ENSG00000073067	False
233	chr7	1024092	0.545	+	ENSG00000073067	False
234	chr7	1024093	2.15	+	ENSG00000073067	False
235	chr7	1024094	2.284	+	ENSG00000073067	False
236	chr7	1024095	1.763	+	ENSG00000073067	False
237	chr7	1024096	1.186	+	ENSG00000073067	False
238	chr7	1024097	0.658	+	ENSG00000073067	False
239	chr7	1024098	0.768	+	ENSG00000073067	False
240	chr7	1024099	-0.342	+	ENSG00000073067	False
241	chr7	1024100	-0.814	+	ENSG00000073067	False
242	chr7	1024101	3.199	+	ENSG00000073067	False
243	chr7	1024102	3.446	+	ENSG00000073067	False
244	chr7	1024103	0.937	+	ENSG00000073067	False
245	chr7	1024104	2.573	+	ENSG00000073067	False
246	chr7	1024105	3.45	+	ENSG00000073067	False
247	chr7	1024106	-0.645	+	ENSG00000073067	False
248	chr7	1024107	0.822	+	ENSG00000073067	False
249	chr7	1024108	4.301	+	ENSG00000073067	False
250	chr7	1024109	0.635	+	ENSG00000073067	False
251	chr7	1024110	-0.048	+	ENSG00000073067	False
252	chr7	1024111	1.295	+	ENSG00000073067	False
253	chr7	1024112	-6.212	+	ENSG00000073067	False
254	chr7	1024113	8.652	+	ENSG00000073067	False
255	chr7	1024114	6.842	+	ENSG00000073067	False
256	chr7	1024115	-0.409	+	ENSG00000073067	False
257	chr7	1024116	1.16	+	ENSG00000073067	False
258	chr7	1024117	1.677	+	ENSG00000073067	False
259	chr7	1024118	-1.019	+	ENSG00000073067	False
260	chr7	1024119	1.367	+	ENSG00000073067	False
261	chr7	1024120	2.832	+	ENSG00000073067	False
262	chr7	1024121	2.244	+	ENSG00000073067	False
263	chr7	1024122	2.881	+	ENSG00000073067	False
264	chr7	1024123	0.523	+	ENSG00000073067	False
265	chr7	1024124	-4.024	+	ENSG00000073067	False
266	chr7	1024125	5.631	+	ENSG00000073067	False
267	chr7	1024126	3.4	+	ENSG00000073067	False
268	chr7	1024127	-0.006	+	ENSG00000073067	False
269	chr7	1024128	1.776	+	ENSG00000073067	False
270	chr7	1024129	0.283	+	ENSG00000073067	False
271	chr7	1024130	0.39	+	ENSG00000073067	False
272	chr7	1024131	4.641	+	ENSG00000073067	False
273	chr7	1024132	3.534	+	ENSG00000073067	False
274	chr7	1024133	0.428	+	ENSG00000073067	False
275	chr7	1024134	6.815	+	ENSG00000073067	False
276	chr7	1024135	2.612	+	ENSG00000073067	False
277	chr7	1024136	-1.349	+	ENSG00000073067	False
278	chr7	1024137	1.558	+	ENSG00000073067	False
279	chr7	1024138	4.259	+	ENSG00000073067	False
280	chr7	1024139	1.016	+	ENSG00000073067	False
281	chr7	1024140	1.901	+	ENSG00000073067	False
282	chr7	1024141	0.802	+	ENSG00000073067	False
283	chr7	1024142	1.737	+	ENSG00000073067	False
284	chr7	1024143	0.457	+	ENSG00000073067	False
285	chr7	1024144	3.253	+	ENSG00000073067	False
286	chr7	1024145	0.387	+	ENSG00000073067	False
287	chr7	1024146	0.389	+	ENSG00000073067	False
288	chr7	1024147	0.019	+	ENSG00000073067	False
289	chr7	1024148	-3.742	+	ENSG00000073067	False
290	chr7	1024149	0.939	+	ENSG00000073067	False
291	chr7	1024150	1.826	+	ENSG00000073067	False
292	chr7	1024151	-0.422	+	ENSG00000073067	False
293	chr7	1024152	2.513	+	ENSG00000073067	False
294	chr7	1024153	2.861	+	ENSG00000073067	False
295	chr7	1024154	-0.248	+	ENSG00000073067	False
296	chr7	1024155	0.469	+	ENSG00000073067	False
297	chr7	1024156	2.25	+	ENSG00000073067	False
298	chr7	1024157	1.546	+	ENSG00000073067	False
299	chr7	1024158	2.496	+	ENSG00000073067	False
300	chr7	1024159	5.918	+	ENSG00000073067	False
301	chr7	1024160	1.308	+	ENSG00000073067	False
302	chr7	1024161	5.615	+	ENSG00000073067	False
303	chr7	1024162	0.374	+	ENSG00000073067	False
304	chr7	1024163	-2.347	+	ENSG00000073067	False
305	chr7	1024164	3.378	+	ENSG00000073067	False
306	chr7	1024165	1.815	+	ENSG00000073067	False
307	chr7	1024166	0.881	+	ENSG00000073067	False
308	chr7	1024167	0.232	+	ENSG00000073067	False
309	chr7	1024168	3.827	+	ENSG00000073067	False
310	chr7	1024169	-0.039	+	ENSG00000073067	False
311	chr7	1024170	1.668	+	ENSG00000073067	False
312	chr7	1024171	1.624	+	ENSG00000073067	False
313	chr7	1024172	-0.572	+	ENSG00000073067	False
314	chr7	1024173	0.618	+	ENSG00000073067	False
315	chr7	1024174	0.263	+	ENSG00000073067	False
316	chr7	1024175	1.545	+	ENSG00000073067	False
317	chr7	1024176	4.485	+	ENSG00000073067	False
318	chr7	1024177	0.43	+	ENSG00000073067	False
319	chr7	1024178	-0.765	+	ENSG00000073067	False
320	chr7	1024179	0.624	+	ENSG00000073067	False
321	chr7	1024180	1.815	+	ENSG00000073067	False
322	chr7	1024181	0.269	+	ENSG00000073067	False
323	chr7	1024182	1.172	+	ENSG00000073067	False
324	chr7	1024183	0.806	+	ENSG00000073067	False
325	chr7	1024184	0.551	+	ENSG00000073067	False
326	chr7	1024185	2.545	+	ENSG00000073067	False
327	chr7	1024186	2.954	+	ENSG00000073067	False
328	chr7	1024187	0.2	+	ENSG00000073067	False
329	chr7	1024188	0.678	+	ENSG00000073067	False
330	chr7	1024189	2.732	+	ENSG00000073067	False
331	chr7	1024190	0.061	+	ENSG00000073067	False
332	chr7	1024191	0.706	+	ENSG00000073067	False
333	chr7	1024192	-0.067	+	ENSG00000073067	False
334	chr7	1024193	-0.626	+	ENSG00000073067	False
335	chr7	1024194	1.989	+	ENSG00000073067	False
336	chr7	1024195	2.7	+	ENSG00000073067	False
337	chr7	1024196	0.85	+	ENSG00000073067	False
338	chr7	1024197	1.653	+	ENSG00000073067	False
339	chr7	1024198	3.958	+	ENSG00000073067	False
340	chr7	1024199	1.631	+	ENSG00000073067	False
341	chr7	1024200	0.095	+	ENSG00000073067	False
342	chr7	1024201	-0.145	+	ENSG00000073067	False
343	chr7	1024202	-0.244	+	ENSG00000073067	False
344	chr7	1024203	3.292	+	ENSG00000073067	False
345	chr7	1024204	1.64	+	ENSG00000073067	False
346	chr7	1024205	-0.958	+	ENSG00000073067	False
347	chr7	1024206	-0.156	+	ENSG00000073067	False
348	chr7	1024207	1.165	+	ENSG00000073067	False
349	chr7	1024208	-0.116	+	ENSG00000073067	False
350	chr7	1024209	1.971	+	ENSG00000073067	False
351	chr7	1024210	1.648	+	ENSG00000073067	False
352	chr7	1024585	7.0	+	ENSG00000073067	False
353	chr7	1024586	-0.342	+	ENSG00000073067	False
354	chr7	1024587	-0.455	+	ENSG00000073067	False
355	chr7	1024588	4.111	+	ENSG00000073067	False
356	chr7	1024589	-0.374	+	ENSG00000073067	False
357	chr7	1024590	0.832	+	ENSG00000073067	False
358	chr7	1024591	4.069	+	ENSG00000073067	False
359	chr7	1024592	0.344	+	ENSG00000073067	False
360	chr7	1024593	3.06	+	ENSG00000073067	False
361	chr7	1024594	1.625	+	ENSG00000073067	False
362	chr7	1024595	0.237	+	ENSG00000073067	False
363	chr7	1024596	1.271	+	ENSG00000073067	False
364	chr7	1024597	2.231	+	ENSG00000073067	False
365	chr7	1024598	-6.106	+	ENSG00000073067	False
366	chr7	1024599	2.267	+	ENSG00000073067	False
367	chr7	1024600	2.53	+	ENSG00000073067	False
368	chr7	1024601	-5.196	+	ENSG00000073067	False
369	chr7	1024602	7.881	+	ENSG00000073067	False
370	chr7	1024603	7.881	+	ENSG00000073067	False
371	chr7	1024604	0.001	+	ENSG00000073067	False
372	chr7	1024605	0.069	+	ENSG00000073067	False
373	chr7	1024606	0.116	+	ENSG00000073067	False
374	chr7	1024607	-3.237	+	ENSG00000073067	False
375	chr7	1024608	0.343	+	ENSG00000073067	False
376	chr7	1024609	-0.556	+	ENSG00000073067	False
377	chr7	1024610	0.202	+	ENSG00000073067	False
378	chr7	1024611	4.784	+	ENSG00000073067	False
379	chr7	1024612	6.091	+	ENSG00000073067	False
380	chr7	1024613	6.091	+	ENSG00000073067	False
381	chr7	1024614	1.242	+	ENSG00000073067	False
382	chr7	1024615	0.021	+	ENSG00000073067	False
383	chr7	1024616	-0.174	+	ENSG00000073067	False
384	chr7	1024617	0.406	+	ENSG00000073067	False
385	chr7	1024618	0.603	+	ENSG00000073067	False
386	chr7	1024619	-2.528	+	ENSG00000073067	False
387	chr7	1024620	0.329	+	ENSG00000073067	False
388	chr7	1024621	0.105	+	ENSG00000073067	False
389	chr7	1024622	-0.87	+	ENSG00000073067	False
390	chr7	1024623	1.997	+	ENSG00000073067	False
391	chr7	1024624	4.665	+	ENSG00000073067	False
392	chr7	1024625	-1.123	+	ENSG00000073067	False
393	chr7	1024626	0.416	+	ENSG00000073067	False
394	chr7	1024627	4.298	+	ENSG00000073067	False
395	chr7	1024628	-0.69	+	ENSG00000073067	False
396	chr7	1024629	2.696	+	ENSG00000073067	False
397	chr7	1024630	6.351	+	ENSG00000073067	False
398	chr7	1024631	1.333	+	ENSG00000073067	False
399	chr7	1024632	2.802	+	ENSG00000073067	False
400	chr7	1024633	3.542	+	ENSG00000073067	False
401	chr7	1024634	-4.606	+	ENSG00000073067	False
402	chr7	1024635	0.031	+	ENSG00000073067	False
403	chr7	1024636	3.73	+	ENSG00000073067	False
404	chr7	1024637	-0.096	+	ENSG00000073067	False
405	chr7	1024638	0.361	+	ENSG00000073067	False
406	chr7	1024639	0.937	+	ENSG00000073067	False
407	chr7	1024640	-2.713	+	ENSG00000073067	False
408	chr7	1024641	0.493	+	ENSG00000073067	False
409	chr7	1024642	0.077	+	ENSG00000073067	False
410	chr7	1024643	-0.151	+	ENSG00000073067	False
411	chr7	1024644	0.99	+	ENSG00000073067	False
412	chr7	1024645	4.784	+	ENSG00000073067	False
413	chr7	1024646	1.347	+	ENSG00000073067	False
414	chr7	1024647	1.956	+	ENSG00000073067	False
415	chr7	1024648	3.696	+	ENSG00000073067	False
416	chr7	1024649	-1.527	+	ENSG00000073067	False
417	chr7	1024650	-0.304	+	ENSG00000073067	False
418	chr7	1024651	1.516	+	ENSG00000073067	False
419	chr7	1024652	0.814	+	ENSG00000073067	False
420	chr7	1024653	2.026	+	ENSG00000073067	False
421	chr7	1024654	4.763	+	ENSG00000073067	False
422	chr7	1024655	0.457	+	ENSG00000073067	False
423	chr7	1024656	4.016	+	ENSG00000073067	False
424	chr7	1024657	4.974	+	ENSG00000073067	False
425	chr7	1024658	-3.484	+	ENSG00000073067	False
426	chr7	1024659	0.921	+	ENSG00000073067	False
427	chr7	1024660	2.798	+	ENSG00000073067	False
428	chr7	1024661	1.987	+	ENSG00000073067	False
429	chr7	1024662	6.087	+	ENSG00000073067	False
430	chr7	1024663	4.933	+	ENSG00000073067	False
431	chr7	1024664	-0.891	+	ENSG00000073067	False
432	chr7	1024665	1.415	+	ENSG00000073067	False
433	chr7	1024666	1.24	+	ENSG00000073067	False
434	chr7	1024667	0.22	+	ENSG00000073067	False
435	chr7	1024668	0.058	+	ENSG00000073067	False
436	chr7	1024669	0.028	+	ENSG00000073067	False
437	chr7	1024670	-0.021	+	ENSG00000073067	False
438	chr7	1024671	-1.314	+	ENSG00000073067	False
439	chr7	1024672	0.096	+	ENSG00000073067	False
440	chr7	1024673	-1.581	+	ENSG00000073067	False
441	chr7	1024674	-1.553	+	ENSG00000073067	False
442	chr7	1024675	0.908	+	ENSG00000073067	False
443	chr7	1024676	-0.527	+	ENSG00000073067	False
444	chr7	1024677	5.005	+	ENSG00000073067	False
445	chr7	1024678	0.958	+	ENSG00000073067	False
446	chr7	1024679	-0.945	+	ENSG00000073067	False
447	chr7	1024680	0.056	+	ENSG00000073067	False
448	chr7	1024681	0.926	+	ENSG00000073067	False
449	chr7	1024682	0.135	+	ENSG00000073067	False
450	chr7	1024683	0.704	+	ENSG00000073067	False
451	chr7	1024684	0.863	+	ENSG00000073067	False
452	chr7	1024685	-0.817	+	ENSG00000073067	False
453	chr7	1024686	2.94	+	ENSG00000073067	False
454	chr7	1024687	4.784	+	ENSG00000073067	False
455	chr7	1024688	-0.652	+	ENSG00000073067	False
456	chr7	1024689	0.236	+	ENSG00000073067	False
457	chr7	1024690	0.229	+	ENSG00000073067	False
458	chr7	1024691	-0.246	+	ENSG00000073067	False
459	chr7	1024692	2.738	+	ENSG00000073067	False
460	chr7	1024693	3.439	+	ENSG00000073067	False
461	chr7	1024694	0.158	+	ENSG00000073067	False
462	chr7	1024695	4.996	+	ENSG00000073067	False
463	chr7	1024696	4.466	+	ENSG00000073067	False
464	chr7	1024697	0.993	+	ENSG00000073067	False
465	chr7	1024698	0.282	+	ENSG00000073067	False
466	chr7	1024699	2.095	+	ENSG00000073067	False
467	chr7	1024700	-0.082	+	ENSG00000073067	False
468	chr7	1024701	-0.011	+	ENSG00000073067	False
469	chr7	1024702	0.52	+	ENSG00000073067	False
470	chr7	1024703	-0.566	+	ENSG00000073067	False
471	chr7	1024704	1.129	+	ENSG00000073067	False
472	chr7	1024705	0.342	+	ENSG00000073067	False
473	chr7	1024706	0.159	+	ENSG00000073067	False
474	chr7	1024707	2.581	+	ENSG00000073067	False
475	chr7	1024708	4.544	+	ENSG00000073067	False
476	chr7	1024709	-2.077	+	ENSG00000073067	False
477	chr7	1024710	0.044	+	ENSG00000073067	False
478	chr7	1024711	-0.356	+	ENSG00000073067	False
479	chr7	1024712	-1.912	+	ENSG00000073067	False
480	chr7	1024713	2.991	+	ENSG00000073067	True
481	chr7	1024714	0.295	+	ENSG00000073067	False
482	chr7	1024715	-0.032	+	ENSG00000073067	False
483	chr7	1024716	-0.071	+	ENSG00000073067	False
484	chr7	1024717	-0.102	+	ENSG00000073067	False
485	chr7	1024718	0.891	+	ENSG00000073067	False
486	chr7	1024719	0.07	+	ENSG00000073067	False
487	chr7	1024720	3.416	+	ENSG00000073067	False
488	chr7	1024721	0.802	+	ENSG00000073067	False
489	chr7	1024722	1.808	+	ENSG00000073067	False
490	chr7	1024723	5.391	+	ENSG00000073067	False
491	chr7	1024724	-2.029	+	ENSG00000073067	False
492	chr7	1024725	-0.354	+	ENSG00000073067	True
493	chr7	1024726	0.528	+	ENSG00000073067	False
494	chr7	1024727	-0.083	+	ENSG00000073067	False
495	chr7	1024728	1.972	+	ENSG00000073067	False
496	chr7	1024729	0.009	+	ENSG00000073067	False
497	chr7	1024730	-0.186	+	ENSG00000073067	False
498	chr7	1024731	0.125	+	ENSG00000073067	False
499	chr7	1024732	0.068	+	ENSG00000073067	False
500	chr7	1024733	2.23	+	ENSG00000073067	False
501	chr7	1024734	5.102	+	ENSG00000073067	False
502	chr7	1024735	5.459	+	ENSG00000073067	False
503	chr7	1024801	6.808	+	ENSG00000073067	False
504	chr7	1024802	-2.018	+	ENSG00000073067	False
505	chr7	1024803	1.743	+	ENSG00000073067	False
506	chr7	1024804	-0.01	+	ENSG00000073067	False
507	chr7	1024805	0.846	+	ENSG00000073067	False
508	chr7	1024806	2.324	+	ENSG00000073067	False
509	chr7	1024807	5.711	+	ENSG00000073067	False
