	Chr	Pos	PhyloP	Strand	EnsemblID	isSub
237	chr6	24667499	0.275	+	ENSG00000112304	False
238	chr6	24667500	-2.873	+	ENSG00000112304	False
239	chr6	24667501	0.251	+	ENSG00000112304	False
240	chr6	24667502	1.768	+	ENSG00000112304	False
241	chr6	24667503	0.754	+	ENSG00000112304	False
242	chr6	24667504	0.319	+	ENSG00000112304	False
243	chr6	24667505	-2.759	+	ENSG00000112304	False
244	chr6	24667506	0.758	+	ENSG00000112304	False
245	chr6	24667507	1.175	+	ENSG00000112304	False
246	chr6	24667508	1.775	+	ENSG00000112304	False
247	chr6	24667509	0.295	+	ENSG00000112304	False
248	chr6	24667510	-1.382	+	ENSG00000112304	False
249	chr6	24667511	-4.141	+	ENSG00000112304	False
250	chr6	24667512	-3.74	+	ENSG00000112304	False
251	chr6	24667513	1.017	+	ENSG00000112304	False
252	chr6	24667514	0.275	+	ENSG00000112304	False
253	chr6	24667515	0.942	+	ENSG00000112304	False
254	chr6	24667516	-0.69	+	ENSG00000112304	False
255	chr6	24667517	3.096	+	ENSG00000112304	False
256	chr6	24667518	2.188	+	ENSG00000112304	False
257	chr6	24667519	2.693	+	ENSG00000112304	False
258	chr6	24667520	0.853	+	ENSG00000112304	False
259	chr6	24667521	-3.403	+	ENSG00000112304	False
260	chr6	24667522	-0.27	+	ENSG00000112304	False
261	chr6	24667523	-0.432	+	ENSG00000112304	False
262	chr6	24667524	-5.054	+	ENSG00000112304	False
263	chr6	24667525	3.778	+	ENSG00000112304	False
264	chr6	24667526	-0.26	+	ENSG00000112304	False
265	chr6	24667527	1.991	+	ENSG00000112304	False
266	chr6	24667528	1.992	+	ENSG00000112304	False
267	chr6	24667529	1.995	+	ENSG00000112304	False
268	chr6	24667530	-2.527	+	ENSG00000112304	False
269	chr6	24667531	-1.348	+	ENSG00000112304	False
270	chr6	24667532	-0.538	+	ENSG00000112304	False
271	chr6	24667533	-5.652	+	ENSG00000112304	False
272	chr6	24667534	2.311	+	ENSG00000112304	False
273	chr6	24667535	-0.803	+	ENSG00000112304	False
274	chr6	24667536	-3.113	+	ENSG00000112304	False
275	chr6	24667537	-2.223	+	ENSG00000112304	False
276	chr6	24667538	-0.996	+	ENSG00000112304	False
277	chr6	24667539	-1.01	+	ENSG00000112304	False
278	chr6	24667540	-0.976	+	ENSG00000112304	False
279	chr6	24667541	-2.533	+	ENSG00000112304	False
280	chr6	24667542	-0.946	+	ENSG00000112304	False
281	chr6	24667543	-2.562	+	ENSG00000112304	False
282	chr6	24667544	-1.19	+	ENSG00000112304	False
283	chr6	24667545	-0.009	+	ENSG00000112304	False
284	chr6	24667546	-1.188	+	ENSG00000112304	False
285	chr6	24667547	-0.548	+	ENSG00000112304	False
286	chr6	24667548	-2.067	+	ENSG00000112304	False
287	chr6	24667549	-0.259	+	ENSG00000112304	False
288	chr6	24667550	0.217	+	ENSG00000112304	False
289	chr6	24667551	3.778	+	ENSG00000112304	False
290	chr6	24667552	3.778	+	ENSG00000112304	False
291	chr6	24667553	1.025	+	ENSG00000112304	False
292	chr6	24667554	3.085	+	ENSG00000112304	False
293	chr6	24667555	4.382	+	ENSG00000112304	False
294	chr6	24667556	-0.768	+	ENSG00000112304	False
295	chr6	24667557	2.582	+	ENSG00000112304	False
296	chr6	24667558	3.101	+	ENSG00000112304	False
297	chr6	24667559	1.854	+	ENSG00000112304	False
298	chr6	24667560	0.669	+	ENSG00000112304	False
299	chr6	24667561	1.588	+	ENSG00000112304	False
300	chr6	24667562	0.197	+	ENSG00000112304	False
301	chr6	24667563	0.069	+	ENSG00000112304	False
302	chr6	24667564	1.583	+	ENSG00000112304	False
303	chr6	24667565	0.559	+	ENSG00000112304	False
304	chr6	24667566	1.539	+	ENSG00000112304	False
305	chr6	24667567	1.411	+	ENSG00000112304	False
306	chr6	24667568	0.343	+	ENSG00000112304	False
307	chr6	24667569	4.382	+	ENSG00000112304	False
308	chr6	24667570	4.382	+	ENSG00000112304	False
309	chr6	24667571	4.622	+	ENSG00000112304	False
310	chr6	24667572	4.622	+	ENSG00000112304	False
311	chr6	24687629	0.143	+	ENSG00000112304	False
312	chr6	24687630	1.244	+	ENSG00000112304	False
313	chr6	24687631	-0.493	+	ENSG00000112304	False
314	chr6	24687632	1.084	+	ENSG00000112304	False
315	chr6	24687633	1.244	+	ENSG00000112304	False
316	chr6	24687634	1.244	+	ENSG00000112304	False
317	chr6	24687635	-0.208	+	ENSG00000112304	False
318	chr6	24687636	0.276	+	ENSG00000112304	False
319	chr6	24687637	0.158	+	ENSG00000112304	False
320	chr6	24687638	1.307	+	ENSG00000112304	False
321	chr6	24687639	1.084	+	ENSG00000112304	False
322	chr6	24687640	0.29	+	ENSG00000112304	False
323	chr6	24687641	-0.35	+	ENSG00000112304	False
324	chr6	24687642	1.244	+	ENSG00000112304	False
325	chr6	24687643	-0.06	+	ENSG00000112304	False
326	chr6	24687644	-0.462	+	ENSG00000112304	False
327	chr6	24687645	-1.261	+	ENSG00000112304	False
328	chr6	24687646	1.244	+	ENSG00000112304	False
329	chr6	24687647	-0.663	+	ENSG00000112304	False
330	chr6	24687648	1.244	+	ENSG00000112304	False
331	chr6	24687649	0.162	+	ENSG00000112304	False
332	chr6	24687650	0.281	+	ENSG00000112304	False
333	chr6	24687651	-0.255	+	ENSG00000112304	False
334	chr6	24687652	-1.834	+	ENSG00000112304	False
335	chr6	24687653	0.163	+	ENSG00000112304	False
336	chr6	24687654	-0.231	+	ENSG00000112304	False
337	chr6	24687655	0.092	+	ENSG00000112304	False
338	chr6	24687656	1.307	+	ENSG00000112304	False
339	chr6	24687657	0.315	+	ENSG00000112304	False
340	chr6	24687658	1.244	+	ENSG00000112304	False
341	chr6	24687659	-1.059	+	ENSG00000112304	False
342	chr6	24687660	0.154	+	ENSG00000112304	False
343	chr6	24687661	0.144	+	ENSG00000112304	False
344	chr6	24687662	1.084	+	ENSG00000112304	False
345	chr6	24687663	-0.207	+	ENSG00000112304	False
346	chr6	24687664	1.244	+	ENSG00000112304	False
347	chr6	24687665	0.263	+	ENSG00000112304	False
348	chr6	24687666	-0.092	+	ENSG00000112304	False
349	chr6	24687667	0.161	+	ENSG00000112304	False
350	chr6	24687668	1.307	+	ENSG00000112304	False
351	chr6	24687669	0.223	+	ENSG00000112304	False
352	chr6	24687670	-0.924	+	ENSG00000112304	False
353	chr6	24687671	1.081	+	ENSG00000112304	False
354	chr6	24687672	-0.165	+	ENSG00000112304	False
355	chr6	24687673	1.134	+	ENSG00000112304	False
356	chr6	24687674	0.925	+	ENSG00000112304	False
357	chr6	24687675	0.145	+	ENSG00000112304	False
358	chr6	24687676	0.925	+	ENSG00000112304	False
359	chr6	24687677	0.068	+	ENSG00000112304	False
360	chr6	24687678	1.134	+	ENSG00000112304	False
361	chr6	24687679	-0.24	+	ENSG00000112304	False
362	chr6	24687680	-0.156	+	ENSG00000112304	False
363	chr6	24687681	0.049	+	ENSG00000112304	False
364	chr6	24687682	0.061	+	ENSG00000112304	False
365	chr6	24687683	0.067	+	ENSG00000112304	False
366	chr6	24687684	0.114	+	ENSG00000112304	False
367	chr6	24687685	1.253	+	ENSG00000112304	False
368	chr6	24687686	-0.131	+	ENSG00000112304	False
369	chr6	24687687	-0.244	+	ENSG00000112304	False
370	chr6	24687688	1.019	+	ENSG00000112304	False
371	chr6	24687689	0.137	+	ENSG00000112304	False
372	chr6	24687690	0.258	+	ENSG00000112304	False
373	chr6	24687691	0.275	+	ENSG00000112304	False
374	chr6	24687692	1.194	+	ENSG00000112304	False
375	chr6	24687693	0.24	+	ENSG00000112304	False
376	chr6	24687694	0.189	+	ENSG00000112304	False
377	chr6	24687695	-0.198	+	ENSG00000112304	False
378	chr6	24687696	-0.077	+	ENSG00000112304	False
379	chr6	24687697	1.061	+	ENSG00000112304	False
380	chr6	24687698	-0.231	+	ENSG00000112304	False
381	chr6	24687699	0.282	+	ENSG00000112304	False
382	chr6	24687700	0.159	+	ENSG00000112304	False
383	chr6	24687701	0.322	+	ENSG00000112304	False
384	chr6	24687702	1.084	+	ENSG00000112304	False
385	chr6	24687703	-0.4	+	ENSG00000112304	False
386	chr6	24687704	-0.052	+	ENSG00000112304	False
387	chr6	24687705	1.244	+	ENSG00000112304	False
388	chr6	24687706	-1.742	+	ENSG00000112304	False
389	chr6	24687707	-0.202	+	ENSG00000112304	False
390	chr6	24687708	1.061	+	ENSG00000112304	False
391	chr6	24687709	0.15	+	ENSG00000112304	False
392	chr6	24687710	1.244	+	ENSG00000112304	False
393	chr6	24687711	0.276	+	ENSG00000112304	False
394	chr6	24687712	-0.741	+	ENSG00000112304	False
395	chr6	24687713	0.269	+	ENSG00000112304	False
396	chr6	24687714	-0.191	+	ENSG00000112304	False
397	chr6	24687715	-0.247	+	ENSG00000112304	False
398	chr6	24687716	0.86	+	ENSG00000112304	False
399	chr6	24687717	-0.268	+	ENSG00000112304	False
400	chr6	24687718	0.021	+	ENSG00000112304	False
401	chr6	24687719	1.244	+	ENSG00000112304	False
402	chr6	24687720	1.307	+	ENSG00000112304	False
403	chr6	24687721	1.244	+	ENSG00000112304	False
404	chr6	24687722	1.244	+	ENSG00000112304	False
405	chr6	24687723	1.244	+	ENSG00000112304	False
406	chr6	24687724	0.162	+	ENSG00000112304	False
407	chr6	24687725	1.244	+	ENSG00000112304	False
408	chr6	24687726	1.244	+	ENSG00000112304	False
409	chr6	24687727	0.315	+	ENSG00000112304	False
410	chr6	24687728	1.307	+	ENSG00000112304	False
411	chr6	24687729	0.276	+	ENSG00000112304	False
412	chr6	24687730	-0.127	+	ENSG00000112304	False
413	chr6	24687731	-0.052	+	ENSG00000112304	False
414	chr6	24687732	0.173	+	ENSG00000112304	False
415	chr6	24687733	-0.081	+	ENSG00000112304	False
416	chr6	24687734	0.24	+	ENSG00000112304	False
417	chr6	24687735	1.194	+	ENSG00000112304	False
418	chr6	24687736	0.258	+	ENSG00000112304	False
419	chr6	24687737	0.113	+	ENSG00000112304	False
420	chr6	24687738	0.167	+	ENSG00000112304	False
421	chr6	24687739	0.14	+	ENSG00000112304	False
422	chr6	24687740	-1.389	+	ENSG00000112304	False
423	chr6	24687741	-0.073	+	ENSG00000112304	False
424	chr6	24687742	1.244	+	ENSG00000112304	False
425	chr6	24687743	1.244	+	ENSG00000112304	False
426	chr6	24687744	0.325	+	ENSG00000112304	False
427	chr6	24687745	-0.658	+	ENSG00000112304	False
428	chr6	24687746	-1.819	+	ENSG00000112304	False
429	chr6	24687747	1.244	+	ENSG00000112304	False
430	chr6	24687748	-0.043	+	ENSG00000112304	False
431	chr6	24687749	0.315	+	ENSG00000112304	False
432	chr6	24687750	0.156	+	ENSG00000112304	False
433	chr6	24687751	0.238	+	ENSG00000112304	False
434	chr6	24687752	1.233	+	ENSG00000112304	False
435	chr6	24687753	1.244	+	ENSG00000112304	False
436	chr6	24687754	-0.054	+	ENSG00000112304	False
437	chr6	24687755	0.147	+	ENSG00000112304	False
438	chr6	24687756	-1.011	+	ENSG00000112304	False
439	chr6	24687757	0.953	+	ENSG00000112304	False
440	chr6	24687758	-2.397	+	ENSG00000112304	False
441	chr6	24687759	-1.633	+	ENSG00000112304	False
442	chr6	24687760	0.965	+	ENSG00000112304	False
443	chr6	24687761	0.322	+	ENSG00000112304	False
444	chr6	24687762	0.167	+	ENSG00000112304	False
445	chr6	24687763	1.061	+	ENSG00000112304	False
446	chr6	24687764	1.16	+	ENSG00000112304	False
447	chr6	24687765	1.012	+	ENSG00000112304	False
448	chr6	24687766	0.99	+	ENSG00000112304	False
449	chr6	24687767	0.104	+	ENSG00000112304	False
450	chr6	24687768	1.084	+	ENSG00000112304	False
451	chr6	24687769	0.134	+	ENSG00000112304	False
452	chr6	24687770	-0.118	+	ENSG00000112304	False
453	chr6	24687771	-0.195	+	ENSG00000112304	False
454	chr6	24687772	0.309	+	ENSG00000112304	False
455	chr6	24687773	0.3	+	ENSG00000112304	False
456	chr6	24687774	1.244	+	ENSG00000112304	False
457	chr6	24687775	1.244	+	ENSG00000112304	False
458	chr6	24687776	1.244	+	ENSG00000112304	False
459	chr6	24687777	0.147	+	ENSG00000112304	False
460	chr6	24687778	0.3	+	ENSG00000112304	False
461	chr6	24687779	1.244	+	ENSG00000112304	False
462	chr6	24687780	0.322	+	ENSG00000112304	False
463	chr6	24687781	0.241	+	ENSG00000112304	False
464	chr6	24687782	-0.187	+	ENSG00000112304	False
465	chr6	24687783	0.113	+	ENSG00000112304	False
466	chr6	24687784	0.141	+	ENSG00000112304	False
467	chr6	24687785	0.263	+	ENSG00000112304	False
468	chr6	24687786	1.181	+	ENSG00000112304	False
469	chr6	24687787	0.211	+	ENSG00000112304	False
470	chr6	24687788	0.215	+	ENSG00000112304	False
471	chr6	24687789	0.205	+	ENSG00000112304	False
472	chr6	24687790	1.012	+	ENSG00000112304	False
473	chr6	24687791	-0.052	+	ENSG00000112304	False
474	chr6	24687792	0.16	+	ENSG00000112304	False
475	chr6	24687793	-1.151	+	ENSG00000112304	False
476	chr6	24687794	0.167	+	ENSG00000112304	False
477	chr6	24687795	1.244	+	ENSG00000112304	False
478	chr6	24687796	-0.13	+	ENSG00000112304	False
479	chr6	24687797	0.282	+	ENSG00000112304	False
480	chr6	24687798	0.154	+	ENSG00000112304	False
481	chr6	24687799	0.286	+	ENSG00000112304	False
482	chr6	24687800	1.244	+	ENSG00000112304	False
483	chr6	24687801	-0.084	+	ENSG00000112304	False
484	chr6	24687802	1.084	+	ENSG00000112304	False
485	chr6	24687803	0.316	+	ENSG00000112304	False
486	chr6	24687804	1.244	+	ENSG00000112304	False
487	chr6	24687805	0.3	+	ENSG00000112304	False
488	chr6	24687806	-0.609	+	ENSG00000112304	False
489	chr6	24687807	1.084	+	ENSG00000112304	False
490	chr6	24687808	-0.409	+	ENSG00000112304	False
491	chr6	24687809	0.159	+	ENSG00000112304	False
492	chr6	24687810	0.157	+	ENSG00000112304	False
493	chr6	24687811	0.277	+	ENSG00000112304	False
494	chr6	24687812	1.244	+	ENSG00000112304	False
495	chr6	24687813	1.307	+	ENSG00000112304	False
496	chr6	24687814	1.244	+	ENSG00000112304	False
497	chr6	24687815	1.307	+	ENSG00000112304	False
498	chr6	24687816	-0.075	+	ENSG00000112304	False
499	chr6	24687817	1.244	+	ENSG00000112304	False
500	chr6	24687818	-0.626	+	ENSG00000112304	False
501	chr6	24687819	-0.061	+	ENSG00000112304	False
502	chr6	24687820	1.244	+	ENSG00000112304	False
503	chr6	24687821	0.191	+	ENSG00000112304	False
504	chr6	24687822	0.084	+	ENSG00000112304	False
505	chr6	24687823	1.244	+	ENSG00000112304	False
506	chr6	24687824	-0.216	+	ENSG00000112304	False
