	Chr	Pos	PhyloP	Strand	EnsemblID
174	chr7	1023008	0.14	+	ENSG00000073067
175	chr7	1023009	0.856	+	ENSG00000073067
176	chr7	1023010	2.837	+	ENSG00000073067
177	chr7	1023011	-3.104	+	ENSG00000073067
178	chr7	1023012	1.527	+	ENSG00000073067
179	chr7	1023013	5.693	+	ENSG00000073067
180	chr7	1023014	0.507	+	ENSG00000073067
181	chr7	1023015	0.69	+	ENSG00000073067
182	chr7	1023016	4.094	+	ENSG00000073067
183	chr7	1023017	5.246	+	ENSG00000073067
184	chr7	1023018	0.404	+	ENSG00000073067
185	chr7	1023019	6.586	+	ENSG00000073067
186	chr7	1023020	6.947	+	ENSG00000073067
187	chr7	1023021	6.947	+	ENSG00000073067
188	chr7	1024047	0.922	+	ENSG00000073067
189	chr7	1024048	4.412	+	ENSG00000073067
190	chr7	1024049	-0.351	+	ENSG00000073067
191	chr7	1024050	0.275	+	ENSG00000073067
192	chr7	1024051	2.055	+	ENSG00000073067
193	chr7	1024052	-1.228	+	ENSG00000073067
194	chr7	1024053	0.606	+	ENSG00000073067
195	chr7	1024054	1.925	+	ENSG00000073067
196	chr7	1024055	-0.088	+	ENSG00000073067
197	chr7	1024056	0.03	+	ENSG00000073067
198	chr7	1024057	-0.03	+	ENSG00000073067
199	chr7	1024058	-0.476	+	ENSG00000073067
200	chr7	1024059	4.249	+	ENSG00000073067
201	chr7	1024060	6.363	+	ENSG00000073067
202	chr7	1024061	-3.329	+	ENSG00000073067
203	chr7	1024062	8.55	+	ENSG00000073067
204	chr7	1024063	8.55	+	ENSG00000073067
205	chr7	1024064	-0.34	+	ENSG00000073067
206	chr7	1024065	0.407	+	ENSG00000073067
207	chr7	1024066	1.796	+	ENSG00000073067
208	chr7	1024067	-7.018	+	ENSG00000073067
209	chr7	1024068	1.366	+	ENSG00000073067
210	chr7	1024069	5.271	+	ENSG00000073067
211	chr7	1024070	0.089	+	ENSG00000073067
212	chr7	1024071	4.026	+	ENSG00000073067
213	chr7	1024072	3.242	+	ENSG00000073067
214	chr7	1024073	3.103	+	ENSG00000073067
215	chr7	1024074	4.288	+	ENSG00000073067
216	chr7	1024075	0.686	+	ENSG00000073067
217	chr7	1024076	-2.465	+	ENSG00000073067
218	chr7	1024077	0.152	+	ENSG00000073067
219	chr7	1024078	3.411	+	ENSG00000073067
220	chr7	1024079	-2.852	+	ENSG00000073067
221	chr7	1024080	0.634	+	ENSG00000073067
222	chr7	1024081	1.646	+	ENSG00000073067
223	chr7	1024082	-0.139	+	ENSG00000073067
224	chr7	1024083	-0.824	+	ENSG00000073067
225	chr7	1024084	2.673	+	ENSG00000073067
226	chr7	1024085	-0.324	+	ENSG00000073067
227	chr7	1024086	8.642	+	ENSG00000073067
228	chr7	1024087	6.459	+	ENSG00000073067
229	chr7	1024088	-2.928	+	ENSG00000073067
230	chr7	1024089	-3.31	+	ENSG00000073067
231	chr7	1024090	-2.101	+	ENSG00000073067
232	chr7	1024091	-0.888	+	ENSG00000073067
233	chr7	1024092	0.545	+	ENSG00000073067
234	chr7	1024093	2.15	+	ENSG00000073067
235	chr7	1024094	2.284	+	ENSG00000073067
236	chr7	1024095	1.763	+	ENSG00000073067
237	chr7	1024096	1.186	+	ENSG00000073067
238	chr7	1024097	0.658	+	ENSG00000073067
239	chr7	1024098	0.768	+	ENSG00000073067
240	chr7	1024099	-0.342	+	ENSG00000073067
241	chr7	1024100	-0.814	+	ENSG00000073067
242	chr7	1024101	3.199	+	ENSG00000073067
243	chr7	1024102	3.446	+	ENSG00000073067
244	chr7	1024103	0.937	+	ENSG00000073067
245	chr7	1024104	2.573	+	ENSG00000073067
246	chr7	1024105	3.45	+	ENSG00000073067
247	chr7	1024106	-0.645	+	ENSG00000073067
248	chr7	1024107	0.822	+	ENSG00000073067
249	chr7	1024108	4.301	+	ENSG00000073067
250	chr7	1024109	0.635	+	ENSG00000073067
251	chr7	1024110	-0.048	+	ENSG00000073067
252	chr7	1024111	1.295	+	ENSG00000073067
253	chr7	1024112	-6.212	+	ENSG00000073067
254	chr7	1024113	8.652	+	ENSG00000073067
255	chr7	1024114	6.842	+	ENSG00000073067
256	chr7	1024115	-0.409	+	ENSG00000073067
257	chr7	1024116	1.16	+	ENSG00000073067
258	chr7	1024117	1.677	+	ENSG00000073067
259	chr7	1024118	-1.019	+	ENSG00000073067
260	chr7	1024119	1.367	+	ENSG00000073067
261	chr7	1024120	2.832	+	ENSG00000073067
262	chr7	1024121	2.244	+	ENSG00000073067
263	chr7	1024122	2.881	+	ENSG00000073067
264	chr7	1024123	0.523	+	ENSG00000073067
265	chr7	1024124	-4.024	+	ENSG00000073067
266	chr7	1024125	5.631	+	ENSG00000073067
267	chr7	1024126	3.4	+	ENSG00000073067
268	chr7	1024127	-0.006	+	ENSG00000073067
269	chr7	1024128	1.776	+	ENSG00000073067
270	chr7	1024129	0.283	+	ENSG00000073067
271	chr7	1024130	0.39	+	ENSG00000073067
272	chr7	1024131	4.641	+	ENSG00000073067
273	chr7	1024132	3.534	+	ENSG00000073067
274	chr7	1024133	0.428	+	ENSG00000073067
275	chr7	1024134	6.815	+	ENSG00000073067
276	chr7	1024135	2.612	+	ENSG00000073067
277	chr7	1024136	-1.349	+	ENSG00000073067
278	chr7	1024137	1.558	+	ENSG00000073067
279	chr7	1024138	4.259	+	ENSG00000073067
280	chr7	1024139	1.016	+	ENSG00000073067
281	chr7	1024140	1.901	+	ENSG00000073067
282	chr7	1024141	0.802	+	ENSG00000073067
283	chr7	1024142	1.737	+	ENSG00000073067
284	chr7	1024143	0.457	+	ENSG00000073067
285	chr7	1024144	3.253	+	ENSG00000073067
286	chr7	1024145	0.387	+	ENSG00000073067
287	chr7	1024146	0.389	+	ENSG00000073067
288	chr7	1024147	0.019	+	ENSG00000073067
289	chr7	1024148	-3.742	+	ENSG00000073067
290	chr7	1024149	0.939	+	ENSG00000073067
291	chr7	1024150	1.826	+	ENSG00000073067
292	chr7	1024151	-0.422	+	ENSG00000073067
293	chr7	1024152	2.513	+	ENSG00000073067
294	chr7	1024153	2.861	+	ENSG00000073067
295	chr7	1024154	-0.248	+	ENSG00000073067
296	chr7	1024155	0.469	+	ENSG00000073067
297	chr7	1024156	2.25	+	ENSG00000073067
298	chr7	1024157	1.546	+	ENSG00000073067
299	chr7	1024158	2.496	+	ENSG00000073067
300	chr7	1024159	5.918	+	ENSG00000073067
301	chr7	1024160	1.308	+	ENSG00000073067
302	chr7	1024161	5.615	+	ENSG00000073067
303	chr7	1024162	0.374	+	ENSG00000073067
304	chr7	1024163	-2.347	+	ENSG00000073067
305	chr7	1024164	3.378	+	ENSG00000073067
306	chr7	1024165	1.815	+	ENSG00000073067
307	chr7	1024166	0.881	+	ENSG00000073067
308	chr7	1024167	0.232	+	ENSG00000073067
309	chr7	1024168	3.827	+	ENSG00000073067
310	chr7	1024169	-0.039	+	ENSG00000073067
311	chr7	1024170	1.668	+	ENSG00000073067
312	chr7	1024171	1.624	+	ENSG00000073067
313	chr7	1024172	-0.572	+	ENSG00000073067
314	chr7	1024173	0.618	+	ENSG00000073067
315	chr7	1024174	0.263	+	ENSG00000073067
316	chr7	1024175	1.545	+	ENSG00000073067
317	chr7	1024176	4.485	+	ENSG00000073067
318	chr7	1024177	0.43	+	ENSG00000073067
319	chr7	1024178	-0.765	+	ENSG00000073067
320	chr7	1024179	0.624	+	ENSG00000073067
321	chr7	1024180	1.815	+	ENSG00000073067
322	chr7	1024181	0.269	+	ENSG00000073067
323	chr7	1024182	1.172	+	ENSG00000073067
324	chr7	1024183	0.806	+	ENSG00000073067
325	chr7	1024184	0.551	+	ENSG00000073067
326	chr7	1024185	2.545	+	ENSG00000073067
327	chr7	1024186	2.954	+	ENSG00000073067
328	chr7	1024187	0.2	+	ENSG00000073067
329	chr7	1024188	0.678	+	ENSG00000073067
330	chr7	1024189	2.732	+	ENSG00000073067
331	chr7	1024190	0.061	+	ENSG00000073067
332	chr7	1024191	0.706	+	ENSG00000073067
333	chr7	1024192	-0.067	+	ENSG00000073067
334	chr7	1024193	-0.626	+	ENSG00000073067
335	chr7	1024194	1.989	+	ENSG00000073067
336	chr7	1024195	2.7	+	ENSG00000073067
337	chr7	1024196	0.85	+	ENSG00000073067
338	chr7	1024197	1.653	+	ENSG00000073067
339	chr7	1024198	3.958	+	ENSG00000073067
340	chr7	1024199	1.631	+	ENSG00000073067
341	chr7	1024200	0.095	+	ENSG00000073067
342	chr7	1024201	-0.145	+	ENSG00000073067
343	chr7	1024202	-0.244	+	ENSG00000073067
344	chr7	1024203	3.292	+	ENSG00000073067
345	chr7	1024204	1.64	+	ENSG00000073067
346	chr7	1024205	-0.958	+	ENSG00000073067
347	chr7	1024206	-0.156	+	ENSG00000073067
348	chr7	1024207	1.165	+	ENSG00000073067
349	chr7	1024208	-0.116	+	ENSG00000073067
350	chr7	1024209	1.971	+	ENSG00000073067
351	chr7	1024210	1.648	+	ENSG00000073067
352	chr7	1024585	7.0	+	ENSG00000073067
353	chr7	1024586	-0.342	+	ENSG00000073067
354	chr7	1024587	-0.455	+	ENSG00000073067
355	chr7	1024588	4.111	+	ENSG00000073067
356	chr7	1024589	-0.374	+	ENSG00000073067
357	chr7	1024590	0.832	+	ENSG00000073067
358	chr7	1024591	4.069	+	ENSG00000073067
359	chr7	1024592	0.344	+	ENSG00000073067
360	chr7	1024593	3.06	+	ENSG00000073067
361	chr7	1024594	1.625	+	ENSG00000073067
362	chr7	1024595	0.237	+	ENSG00000073067
363	chr7	1024596	1.271	+	ENSG00000073067
364	chr7	1024597	2.231	+	ENSG00000073067
365	chr7	1024598	-6.106	+	ENSG00000073067
366	chr7	1024599	2.267	+	ENSG00000073067
367	chr7	1024600	2.53	+	ENSG00000073067
368	chr7	1024601	-5.196	+	ENSG00000073067
369	chr7	1024602	7.881	+	ENSG00000073067
370	chr7	1024603	7.881	+	ENSG00000073067
371	chr7	1024604	0.001	+	ENSG00000073067
372	chr7	1024605	0.069	+	ENSG00000073067
373	chr7	1024606	0.116	+	ENSG00000073067
374	chr7	1024607	-3.237	+	ENSG00000073067
375	chr7	1024608	0.343	+	ENSG00000073067
376	chr7	1024609	-0.556	+	ENSG00000073067
377	chr7	1024610	0.202	+	ENSG00000073067
378	chr7	1024611	4.784	+	ENSG00000073067
379	chr7	1024612	6.091	+	ENSG00000073067
380	chr7	1024613	6.091	+	ENSG00000073067
381	chr7	1024614	1.242	+	ENSG00000073067
382	chr7	1024615	0.021	+	ENSG00000073067
383	chr7	1024616	-0.174	+	ENSG00000073067
384	chr7	1024617	0.406	+	ENSG00000073067
385	chr7	1024618	0.603	+	ENSG00000073067
386	chr7	1024619	-2.528	+	ENSG00000073067
387	chr7	1024620	0.329	+	ENSG00000073067
388	chr7	1024621	0.105	+	ENSG00000073067
389	chr7	1024622	-0.87	+	ENSG00000073067
390	chr7	1024623	1.997	+	ENSG00000073067
391	chr7	1024624	4.665	+	ENSG00000073067
392	chr7	1024625	-1.123	+	ENSG00000073067
393	chr7	1024626	0.416	+	ENSG00000073067
394	chr7	1024627	4.298	+	ENSG00000073067
395	chr7	1024628	-0.69	+	ENSG00000073067
396	chr7	1024629	2.696	+	ENSG00000073067
397	chr7	1024630	6.351	+	ENSG00000073067
398	chr7	1024631	1.333	+	ENSG00000073067
399	chr7	1024632	2.802	+	ENSG00000073067
400	chr7	1024633	3.542	+	ENSG00000073067
401	chr7	1024634	-4.606	+	ENSG00000073067
402	chr7	1024635	0.031	+	ENSG00000073067
403	chr7	1024636	3.73	+	ENSG00000073067
404	chr7	1024637	-0.096	+	ENSG00000073067
405	chr7	1024638	0.361	+	ENSG00000073067
406	chr7	1024639	0.937	+	ENSG00000073067
407	chr7	1024640	-2.713	+	ENSG00000073067
408	chr7	1024641	0.493	+	ENSG00000073067
409	chr7	1024642	0.077	+	ENSG00000073067
410	chr7	1024643	-0.151	+	ENSG00000073067
411	chr7	1024644	0.99	+	ENSG00000073067
412	chr7	1024645	4.784	+	ENSG00000073067
413	chr7	1024646	1.347	+	ENSG00000073067
414	chr7	1024647	1.956	+	ENSG00000073067
415	chr7	1024648	3.696	+	ENSG00000073067
416	chr7	1024649	-1.527	+	ENSG00000073067
417	chr7	1024650	-0.304	+	ENSG00000073067
418	chr7	1024651	1.516	+	ENSG00000073067
419	chr7	1024652	0.814	+	ENSG00000073067
420	chr7	1024653	2.026	+	ENSG00000073067
421	chr7	1024654	4.763	+	ENSG00000073067
422	chr7	1024655	0.457	+	ENSG00000073067
423	chr7	1024656	4.016	+	ENSG00000073067
424	chr7	1024657	4.974	+	ENSG00000073067
425	chr7	1024658	-3.484	+	ENSG00000073067
426	chr7	1024659	0.921	+	ENSG00000073067
427	chr7	1024660	2.798	+	ENSG00000073067
428	chr7	1024661	1.987	+	ENSG00000073067
429	chr7	1024662	6.087	+	ENSG00000073067
430	chr7	1024663	4.933	+	ENSG00000073067
431	chr7	1024664	-0.891	+	ENSG00000073067
432	chr7	1024665	1.415	+	ENSG00000073067
433	chr7	1024666	1.24	+	ENSG00000073067
434	chr7	1024667	0.22	+	ENSG00000073067
435	chr7	1024668	0.058	+	ENSG00000073067
436	chr7	1024669	0.028	+	ENSG00000073067
437	chr7	1024670	-0.021	+	ENSG00000073067
438	chr7	1024671	-1.314	+	ENSG00000073067
439	chr7	1024672	0.096	+	ENSG00000073067
440	chr7	1024673	-1.581	+	ENSG00000073067
441	chr7	1024674	-1.553	+	ENSG00000073067
442	chr7	1024675	0.908	+	ENSG00000073067
443	chr7	1024676	-0.527	+	ENSG00000073067
444	chr7	1024677	5.005	+	ENSG00000073067
445	chr7	1024678	0.958	+	ENSG00000073067
446	chr7	1024679	-0.945	+	ENSG00000073067
447	chr7	1024680	0.056	+	ENSG00000073067
448	chr7	1024681	0.926	+	ENSG00000073067
449	chr7	1024682	0.135	+	ENSG00000073067
450	chr7	1024683	0.704	+	ENSG00000073067
451	chr7	1024684	0.863	+	ENSG00000073067
452	chr7	1024685	-0.817	+	ENSG00000073067
453	chr7	1024686	2.94	+	ENSG00000073067
454	chr7	1024687	4.784	+	ENSG00000073067
455	chr7	1024688	-0.652	+	ENSG00000073067
456	chr7	1024689	0.236	+	ENSG00000073067
457	chr7	1024690	0.229	+	ENSG00000073067
458	chr7	1024691	-0.246	+	ENSG00000073067
459	chr7	1024692	2.738	+	ENSG00000073067
460	chr7	1024693	3.439	+	ENSG00000073067
461	chr7	1024694	0.158	+	ENSG00000073067
462	chr7	1024695	4.996	+	ENSG00000073067
463	chr7	1024696	4.466	+	ENSG00000073067
464	chr7	1024697	0.993	+	ENSG00000073067
465	chr7	1024698	0.282	+	ENSG00000073067
466	chr7	1024699	2.095	+	ENSG00000073067
467	chr7	1024700	-0.082	+	ENSG00000073067
468	chr7	1024701	-0.011	+	ENSG00000073067
469	chr7	1024702	0.52	+	ENSG00000073067
470	chr7	1024703	-0.566	+	ENSG00000073067
471	chr7	1024704	1.129	+	ENSG00000073067
472	chr7	1024705	0.342	+	ENSG00000073067
473	chr7	1024706	0.159	+	ENSG00000073067
474	chr7	1024707	2.581	+	ENSG00000073067
475	chr7	1024708	4.544	+	ENSG00000073067
476	chr7	1024709	-2.077	+	ENSG00000073067
477	chr7	1024710	0.044	+	ENSG00000073067
478	chr7	1024711	-0.356	+	ENSG00000073067
479	chr7	1024712	-1.912	+	ENSG00000073067
480	chr7	1024713	2.991	+	ENSG00000073067
481	chr7	1024714	0.295	+	ENSG00000073067
482	chr7	1024715	-0.032	+	ENSG00000073067
483	chr7	1024716	-0.071	+	ENSG00000073067
484	chr7	1024717	-0.102	+	ENSG00000073067
485	chr7	1024718	0.891	+	ENSG00000073067
486	chr7	1024719	0.07	+	ENSG00000073067
487	chr7	1024720	3.416	+	ENSG00000073067
488	chr7	1024721	0.802	+	ENSG00000073067
489	chr7	1024722	1.808	+	ENSG00000073067
490	chr7	1024723	5.391	+	ENSG00000073067
491	chr7	1024724	-2.029	+	ENSG00000073067
492	chr7	1024725	-0.354	+	ENSG00000073067
493	chr7	1024726	0.528	+	ENSG00000073067
494	chr7	1024727	-0.083	+	ENSG00000073067
495	chr7	1024728	1.972	+	ENSG00000073067
496	chr7	1024729	0.009	+	ENSG00000073067
497	chr7	1024730	-0.186	+	ENSG00000073067
498	chr7	1024731	0.125	+	ENSG00000073067
499	chr7	1024732	0.068	+	ENSG00000073067
500	chr7	1024733	2.23	+	ENSG00000073067
501	chr7	1024734	5.102	+	ENSG00000073067
502	chr7	1024735	5.459	+	ENSG00000073067
503	chr7	1024801	6.808	+	ENSG00000073067
504	chr7	1024802	-2.018	+	ENSG00000073067
505	chr7	1024803	1.743	+	ENSG00000073067
506	chr7	1024804	-0.01	+	ENSG00000073067
507	chr7	1024805	0.846	+	ENSG00000073067
508	chr7	1024806	2.324	+	ENSG00000073067
509	chr7	1024807	5.711	+	ENSG00000073067
510	chr7	1024808	-0.446	+	ENSG00000073067
511	chr7	1024809	3.136	+	ENSG00000073067
512	chr7	1024810	4.237	+	ENSG00000073067
513	chr7	1024811	0.562	+	ENSG00000073067
514	chr7	1024812	0.842	+	ENSG00000073067
515	chr7	1024813	0.593	+	ENSG00000073067
516	chr7	1024814	-3.294	+	ENSG00000073067
517	chr7	1024815	0.192	+	ENSG00000073067
518	chr7	1024816	0.918	+	ENSG00000073067
519	chr7	1024817	0.574	+	ENSG00000073067
520	chr7	1024818	0.539	+	ENSG00000073067
521	chr7	1024819	1.221	+	ENSG00000073067
522	chr7	1024820	-1.371	+	ENSG00000073067
523	chr7	1024821	1.085	+	ENSG00000073067
524	chr7	1024822	1.41	+	ENSG00000073067
525	chr7	1024823	1.714	+	ENSG00000073067
526	chr7	1024824	0.991	+	ENSG00000073067
527	chr7	1024825	3.19	+	ENSG00000073067
528	chr7	1024826	-0.892	+	ENSG00000073067
529	chr7	1024827	1.564	+	ENSG00000073067
530	chr7	1024828	2.716	+	ENSG00000073067
531	chr7	1024829	1.206	+	ENSG00000073067
532	chr7	1024830	0.765	+	ENSG00000073067
533	chr7	1024831	1.374	+	ENSG00000073067
534	chr7	1024832	0.853	+	ENSG00000073067
535	chr7	1024833	5.744	+	ENSG00000073067
536	chr7	1024834	5.737	+	ENSG00000073067
537	chr7	1024835	-2.721	+	ENSG00000073067
538	chr7	1024836	0.405	+	ENSG00000073067
539	chr7	1024837	0.767	+	ENSG00000073067
540	chr7	1024838	-0.607	+	ENSG00000073067
541	chr7	1024839	1.654	+	ENSG00000073067
542	chr7	1024840	2.153	+	ENSG00000073067
543	chr7	1024841	0.856	+	ENSG00000073067
544	chr7	1024842	7.836	+	ENSG00000073067
545	chr7	1024843	6.097	+	ENSG00000073067
546	chr7	1024844	0.678	+	ENSG00000073067
547	chr7	1024845	0.555	+	ENSG00000073067
548	chr7	1024846	6.662	+	ENSG00000073067
549	chr7	1024847	0.331	+	ENSG00000073067
550	chr7	1024848	5.972	+	ENSG00000073067
